StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q95,QID2_2,QID6,QID7,QID16,QID17,QID10,QID11,QID12,QID13,QID14,QID15,QID18,QID19,QID20,QID21,QID79,QID101,QID100,QID71,QID83,QID82,QID85,QID84,QID87,QID88,QID90,QID89,QID92,QID91,QID94,QID93,QID96,QID95,QID98,QID99,QID43,QID27,QID78,QID47,QID25,QID33,QID50,QID37,QID39,QID41,QID106,QID107,QID108,QID109,QID110,QID113,QID114,QID115,QID117,QID116,QID118,QID119,QID120,QID121,QID122,,Q98,QID52,QID63,QID105,Q135,Q136,Q138,,AmazonId,CAND,ED,TW,BI,HC,AB,GC,ML,NS,TC,CC,impED,impTW,impBI,impHC,impAB,impML,impNS,impTC,impCC,impGC,ResponseID,group,FB,SCO,QID17,Group
1/19/21 11:05,1/19/21 11:09,0,107.146.243.120,100,255,1,1/19/21 11:09,R_1itFS1oGJhBzTA9,,,,,35.34069824,-119.0596008,anonymous,EN,4,26,1,2,5,5,1,2,2,1,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,"1,2,3,4","2,10",6,7,5,1,"1,5",3,2,2,"2,5",3,,,,,,1,10,,,A1E8ZYOQSGKTP8,None,,,,,,,,,,,,,,,,,,,,,R_2an9svzF2foDydp,control,10,2,5,control
1/19/21 10:38,1/19/21 11:09,0,157.51.185.159,100,1905,1,1/19/21 11:09,R_2aeizSDjsPVBJvm,,,,,13.08779907,80.27850342,anonymous,EN,4,29,2,4,44,5,1,2,2,1,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"2,5","1,3,5,6,7,9,12",2,"3,5",2,2,2,1,2,1,"8,9,3",3,,,,,,1,4,None,,A1VM06KJPJEYUD,None,,,,,,,,,,,,,,,,,,,,,R_qOQPwNSkfxBFbzz,control,8,6,5,control
1/19/21 11:07,1/19/21 11:10,0,73.214.223.46,100,122,1,1/19/21 11:10,R_2YYBtmbrZ9KL7A0,,,,,40.59080505,-80.31549835,anonymous,EN,4,28,1,2,39,2,2,3,1,1,2,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,1,2,3,1,1,4,2,1,2,2,,,,,,,,,,,,,,,,,5,2,16,,,,,,A29X5S2VA01LJH,None,,,,,,,,,,,,,,,,,,,,,R_3MnZkQTuKsZ8VoB,control,6,4,2,control
1/19/21 10:49,1/19/21 11:10,0,49.37.213.13,100,1269,1,1/19/21 11:10,R_1lsZicoQd9JOliD,,,,,13.08779907,80.27850342,anonymous,EN,4,25,1,5,10,6,4,4,2,1,3,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,3,3,3,1,2,,,,,,,,,,,,,,,,,8,1,4,nothing,,,,,A2LJ8NJVA2JRAM,None,,,,,,,,,,,,,,,,,,,,,R_3jcIGBZTxLFu9tO,control,8,9,6,control
1/19/21 11:04,1/19/21 11:10,0,107.242.125.24,100,407,1,1/19/21 11:10,R_VPgvpHJLHr1A4Dv,,,,,32.72259521,-97.07849884,anonymous,EN,4,25,2,"2,4",19,3,3,3,2,1,3,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,1,"2,3,4,7",3,3,1,4,1,3,2,3,"9,2,3,5",3,,,,,,2,16,,,AQKTLQV04FD4N,None,,,,,,,,,,,,,,,,,,,,,R_oYxj7cuti9QeceJ,control,9,4,3,control
1/19/21 11:06,1/19/21 11:13,0,172.58.109.45,100,376,1,1/19/21 11:13,R_3il5i7WLq7qRU1q,,,,,32.75970459,-97.10189819,anonymous,EN,4,27,1,2,44,5,1,3,2,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,3,3,6,7,5,1,"2,5",3,1,1,"4,9,3",3,,,,,,2,16,,,A66WK9JDAK4XR,None,,,,,,,,,,,,,,,,,,,,,R_20ZQqUta00JzYl5,control,10,4,5,control
1/19/21 11:02,1/19/21 11:13,0,117.241.214.75,100,624,1,1/19/21 11:13,R_2ritVJwlclJ6r3K,,,,,8.179000854,77.43231201,anonymous,EN,4,25,2,2,5,5,2,3,1,3,2,3,1,1,5,3,2,0.8,4,0.6,2,1,2,0.8,2,0.8,2,0.6,1,0.8,2,0.6,2,0.8,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,13,very good experience,,,,,A32K64LPRRO98C,None,,,,,,,,,,,,,,,,,,,,,R_1N9A262K58KTBwE,control,8,2,5,control
1/19/21 11:11,1/19/21 11:14,0,76.77.117.27,100,207,1,1/19/21 11:14,R_3finJjumYWYq4K0,,,,,41.56809998,-87.17489624,anonymous,EN,4,25,2,2,15,6,1,1,2,1,3,1,1,2,2,4,1,0.8,1,0.8,2,0.8,1,1,3,1,1,1,1,1,1,0.8,2,0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,12,,,,,,A1GHBMA8LLSGRF,None,,,,,,,,,,,,,,,,,,,,,R_2Y66suv1WRzMniZ,control,10,7,6,control
1/19/21 10:40,1/19/21 11:14,0,92.119.17.64,100,2043,1,1/19/21 11:14,R_3jW0ofDbSoAIHTM,,,,,33.74850464,-84.38710022,anonymous,EN,4,22,2,4,11,5,2,1,1,1,1,1,1,2,2,4,1,0.8,2,0.6,2,0.6,2,0.8,3,1,1,1,1,0.8,1,0.8,2,0.4,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,21,,,,,,A1LHSOH23WKNJI,None,,,,,,,,,,,,,,,,,,,,,R_2QPVcjelT7DKA5O,control,10,4,5,control
1/19/21 11:10,1/19/21 11:15,0,107.77.228.181,100,280,1,1/19/21 11:15,R_TjG4KcIWXTI2OS5,,,,,33.81599426,-117.9692001,anonymous,EN,4,27,2,4,5,5,1,1,2,1,3,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,2,2,3,1,,,,,,,,,,,,,,,,,5,1,10,,,,,,A8G1M6RVRLMZS,None,,,,,,,,,,,,,,,,,,,,,R_xbCIOfPJREyhymZ,control,10,7,5,control
1/19/21 11:08,1/19/21 11:15,0,27.54.161.173,100,411,1,1/19/21 11:15,R_1nTxpiskVCEl6uo,,,,,22.29159546,70.79319763,anonymous,EN,4,26,1,2,33,5,1,2,2,1,1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,3,1,3,5,2,1,3,1,2,1,,,,,,,,,,,,,,,,,1,1,4,,,,,,A2BRBZZU47R7KS,None,,,,,,,,,,,,,,,,,,,,,R_2Bx4P2Mh9MIPIlK,control,10,4,5,control
1/19/21 11:11,1/19/21 11:16,0,3.92.194.127,100,276,1,1/19/21 11:16,R_2bKqH3QYyXQq2rK,,,,,39.0480957,-77.47280121,anonymous,EN,4,29,1,2,48,6,2,2,2,1,1,2,1,1,5,3,,,,,,,,,,,,,,,,,,,,,1,1,2,3,3,4,1,2,1,2,,,,,,,,,,,,,,,,,8,2,16,Good,,,,,A3639P754A4OTR,None,,,,,,,,,,,,,,,,,,,,,R_1KjSjDC60oITU7W,control,8,7,6,control
1/19/21 11:11,1/19/21 11:16,0,171.49.197.224,100,257,1,1/19/21 11:16,R_ux3bbF2fGlIK8M1,,,,,9.93989563,76.26019287,anonymous,EN,4,23,1,5,5,3,2,4,1,2,1,1,1,1,1,2,2,0.6,2,0.8,2,0.6,3,0.6,2,0.8,3,0.8,2,0.8,2,0.8,2,0.6,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,Nothing,,,,,A3NLLSXAL86VIR,None,,,,,,,,,,,,,,,,,,,,,R_XmJN5lRUTyrGTId,control,6,7,3,control
1/19/21 11:13,1/19/21 11:17,0,64.137.137.245,100,234,1,1/19/21 11:17,R_vZbmLbS05Q1k0SJ,,,,,43.6546936,-79.36229706,anonymous,EN,4,25,1,2,53,5,2,1,2,1,3,1,1,1,2,4,1,1,4,1,2,0.8,3,1,3,1,1,1,1,1,1,1,3,0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,21,,,,,,A3HF4FOT5XOZKU,None,,,,,,,,,,,,,,,,,,,,,R_Xp5M5HVEKiGoclb,control,9,3,5,control
1/19/21 11:15,1/19/21 11:17,0,103.141.50.14,100,127,1,1/19/21 11:17,R_27QLbXMn5V618hG,,,,,10.95770264,78.08099365,anonymous,EN,4,25,1,4,15,5,2,2,1,2,1,1,1,1,5,2,,,,,,,,,,,,,,,,,,,,,2,4,2,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,7,1,4,na,,,,,A2KANCG6BVWYRE,None,,,,,,,,,,,,,,,,,,,,,R_1isaiLdBzxbas0K,control,8,4,5,control
1/19/21 11:15,1/19/21 11:21,0,49.37.213.254,100,372,1,1/19/21 11:21,R_1FKSY3qH473xnD4,,,,,13.08779907,80.27850342,anonymous,EN,4,23,2,3,48,6,1,2,2,1,3,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,3,4",2,1,2,2,1,2,3,2,2,4,2,,,,,,1,4,nil,,A3OD4F0SA7EBCL,None,,,,,,,,,,,,,,,,,,,,,R_1BQVdX7dhseXeRY,control,6,3,6,control
1/19/21 11:00,1/19/21 11:21,0,50.231.89.250,100,1258,1,1/19/21 11:21,R_pmZDVrYEO0GuFDH,,,,,33.89830017,-84.58930206,anonymous,EN,4,29,1,1,26,4,2,2,2,3,3,2,2,2,3,2,1,1,1,0.8,2,1,2,0.8,3,0.6,2,0.8,3,0.8,2,0.6,1,1,2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,4,No comments,,,,,A3KUZNPVWM8K4Z,None,,,,,,,,,,,,,,,,,,,,,R_3oSJsqETgrrpMLu,control,7,5,4,control
1/19/21 11:14,1/19/21 11:22,0,178.23.205.249,100,504,1,1/19/21 11:22,R_39mw3QpHkzf0Zqx,,,,,42.53210449,13.91189575,anonymous,EN,4,24,1,2,18,6,2,1,1,1,2,1,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,"2,3,4,6",4,5,1,1,3,3,2,2,"8,2",2,,,,,,2,16,,,A1SJ6E71TEWQEQ,None,,,,,,,,,,,,,,,,,,,,,R_AnDopStaS1UPIqJ,control,9,3,6,control
1/19/21 11:19,1/19/21 11:22,0,23.84.70.152,100,217,1,1/19/21 11:22,R_2YcgWsi7offZ5gv,,,,,38.65519714,-90.24949646,anonymous,EN,4,25,2,4,26,5,1,4,2,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"1,2","2,3",1,3,1,4,"2,3,5",3,2,3,"9,3",3,,,,,,1,12,nope,,A3383XO4HTVH28,None,,,,,,,,,,,,,,,,,,,,,R_3j2tySIF9geSwgp,control,8,7,5,control
1/19/21 11:09,1/19/21 11:23,0,98.35.100.127,100,866,1,1/19/21 11:23,R_3snyoQhuFXSwFwf,,,,,37.90429688,-122.0583954,anonymous,EN,4,28,1,2,5,5,1,2,2,1,3,1,1,1,2,2,1,0.6,2,0.4,1,0.8,2,0.2,2,0.6,2,0.8,2,0.6,1,0.4,2,0.2,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,N/A,,,,,AL4SHY8SCCYDC,None,,,,,,,,,,,,,,,,,,,,,R_1dn9yrSRvWUPYvM,control,5,3,5,control
1/19/21 11:07,1/19/21 11:23,0,122.164.104.174,100,959,1,1/19/21 11:23,R_DiOVD6ZaJTFhJq9,,,,,13.08779907,80.27850342,anonymous,EN,4,28,1,2,10,5,1,2,2,2,1,2,1,3,2,2,1,1,4,0.8,1,0.6,2,1,2,1,2,0.8,2,0.4,2,1,2,0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,4,none,,,,,A2ZEWMNLPFFOXM,None,,,,,,,,,,,,,,,,,,,,,R_2Rb5CGnmt3bWKVq,control,7,5,5,control
1/19/21 11:17,1/19/21 11:23,0,173.95.167.157,100,355,1,1/19/21 11:23,R_6n8E86EOUVVztaV,,,,,35.71780396,-78.84279633,anonymous,EN,4,23,1,4,53,6,1,3,2,1,3,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,3,2,1,1,2,,,,,,,,,,,,,,,,,3,4,10,,,,,,A2U7U0A4G92GTR,None,,,,,,,,,,,,,,,,,,,,,R_2ql2b0TAZFV7GZv,control,9,6,6,control
1/19/21 11:20,1/19/21 11:24,0,103.58.65.150,100,278,1,1/19/21 11:24,R_2P85g3w6rKNRVI1,,,,,10.95770264,78.08099365,anonymous,EN,4,29,1,4,15,5,2,2,1,2,1,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,2,4,1,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,7,1,4,na,,,,,AHZW9LTL074XB,None,,,,,,,,,,,,,,,,,,,,,R_1mruaQQpEimgdes,control,7,4,5,control
1/19/21 11:19,1/19/21 11:25,0,174.80.47.150,100,368,1,1/19/21 11:25,R_3I4Psk6ugLRjqR8,,,,,36.21780396,-85.54229736,anonymous,EN,4,29,2,2,43,2,1,2,2,1,3,1,1,1,2,2,2,0.6,1,0.8,2,0.4,2,1,1,1,4,0.8,2,0.8,2,0.8,1,1,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,,,,,,A1LX66DRQNTIJ0,None,,,,,,,,,,,,,,,,,,,,,R_3qOrsddYSsy4m28,control,10,7,2,control
1/19/21 11:09,1/19/21 11:25,0,49.37.221.162,100,933,1,1/19/21 11:25,R_Pu5rq4ykP4tsSe5,,,,,13.08779907,80.27850342,anonymous,EN,4,23,2,3,48,6,1,2,2,1,3,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,4,1,2,2,2,3,2,2,4,2,,,,,,1,4,nil,,A12BNHYGU1VWGL,None,,,,,,,,,,,,,,,,,,,,,R_1Cq3OKMjcQ3ABQR,control,6,6,6,control
1/19/21 11:15,1/19/21 11:25,0,179.34.164.92,100,618,1,1/19/21 11:25,R_3dWFJluoWVH4P7s,,,,,-22.81559753,-43.04110718,anonymous,EN,4,24,1,3,10,5,2,3,2,1,3,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,"2,4,7",6,7,5,1,2,3,2,2,"3,5",3,,,,,,2,16,,,A20VSS4MA17WZ6,None,,,,,,,,,,,,,,,,,,,,,R_3MKA1qkOvdErDh8,control,7,8,5,control
1/19/21 11:13,1/19/21 11:26,0,182.66.58.66,100,772,1,1/19/21 11:26,R_2zIoee4GmOYSKNv,,,,,22.56260681,88.36300659,anonymous,EN,4,22,1,1,8,5,1,2,2,1,4,1,1,2,3,2,2,1,1,0.6,3,0.8,1,1,2,0.4,1,1,2,0.4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,10,,,,,,A3SLISG1IED7TZ,None,,,,,,,,,,,,,,,,,,,,,R_WeAQZAQFnc8VDi1,control,9,8,5,control
1/19/21 10:59,1/19/21 11:27,0,212.216.197.169,100,1682,1,1/19/21 11:27,R_1d4vXaDNHRLbEMq,,,,,38.13209534,13.33560181,anonymous,EN,4,29,2,4,33,5,4,1,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,1,1,2,3,1,,,,,,,,,,,,,,,,,8,2,16,,,,,,AFKYO1HML5XAP,None,,,,,,,,,,,,,,,,,,,,,R_1yVbxQeLduIFIhH,control,10,7,5,control
1/19/21 10:45,1/19/21 11:28,0,68.11.147.174,100,2587,1,1/19/21 11:28,R_1hLUkdQBhTbji0w,,,,,30.44850159,-91.12999725,anonymous,EN,4,25,1,2,19,6,1,2,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,1,1,1,3,1,,,,,,,,,,,,,,,,,10,1,4,,,,,,A3AYBSE0KUKC2E,None,,,,,,,,,,,,,,,,,,,,,R_2Y4JVtxVzh4QD50,control,10,5,6,control
1/19/21 11:11,1/19/21 11:28,0,106.198.105.136,100,1020,1,1/19/21 11:28,R_2t9VqELwIVMcY01,,,,,11.65379333,78.15539551,anonymous,EN,4,24,1,4,15,5,1,2,1,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,"3,4,6","2,3,6,10,12",1,5,2,2,"2,5",2,2,1,1,2,,,,,,1,4,None,,A31JM0OGO39IRZ,None,,,,,,,,,,,,,,,,,,,,,R_3j1BuGw3K91lk2H,control,7,5,5,control
1/19/21 11:25,1/19/21 11:31,0,179.111.167.152,100,302,1,1/19/21 11:31,R_3OjhEjMeEwG9czR,,,,,-21.22250366,-47.82380676,anonymous,EN,4,20,2,2,38,4,4,1,2,1,3,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,2,3,4,5","1,3,4,5,6,9,10,12,13",6,7,5,1,2,2,2,2,"8,9,3,5",3,,,,,,1,10,,,AL2KG1ZCSWKBJ,None,,,,,,,,,,,,,,,,,,,,,R_248gWsTmuNVbGdQ,control,8,4,4,control
1/19/21 10:57,1/19/21 11:31,0,49.37.219.185,100,1986,1,1/19/21 11:31,R_1QmSN7VCQZ41Inr,,,,,13.08779907,80.27850342,anonymous,EN,4,23,2,3,48,6,1,2,2,1,3,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,9,1,4,nil,,,,,A3P4XZJM2DEATZ,None,,,,,,,,,,,,,,,,,,,,,R_1eFPOny49oHygie,control,8,7,6,control
1/19/21 11:09,1/19/21 11:32,0,49.37.223.201,100,1368,1,1/19/21 11:32,R_31gUpSzMpLULygk,,,,,13.08779907,80.27850342,anonymous,EN,4,23,2,3,48,5,1,2,2,1,3,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,2,4",2,1,2,2,2,2,3,2,2,4,2,,,,,,1,4,nil,,A2G5ONLOJVOL2G,None,,,,,,,,,,,,,,,,,,,,,R_24A9ydEEjMHe4TM,control,5,6,5,control
1/19/21 11:27,1/19/21 11:33,0,66.168.54.100,100,334,1,1/19/21 11:33,R_p6jRWr6ajqoceLT,,,,,43.03709412,-89.39320374,anonymous,EN,4,29,1,2,50,5,1,1,2,1,3,1,1,1,2,2,2,0.6,1,1,1,0.8,3,1,3,0.6,3,0.6,1,1,1,0.4,2,0.4,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,10,,,,,,AO2WNSGOXAX52,None,,,,,,,,,,,,,,,,,,,,,R_1guT88kod5VKCS5,control,10,6,5,control
1/19/21 11:28,1/19/21 11:34,0,173.27.185.86,100,359,1,1/19/21 11:34,R_2tb7kLv7AV2aG8B,,,,,30.40029907,-87.02880096,anonymous,EN,4,29,1,2,10,5,2,2,1,1,3,2,2,1,3,4,1,0.4,3,0.6,2,0.6,4,0.4,1,0.4,4,0.2,1,0.8,2,0.2,1,0.2,4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,16,,,,,,A3KC385CZNYEG5,None,,,,,,,,,,,,,,,,,,,,,R_247AWPaa6C9IT6N,control,6,7,5,control
1/19/21 11:27,1/19/21 11:34,0,67.8.195.169,100,453,1,1/19/21 11:34,R_1nVHonDwCaHbPWO,,,,,28.90249634,-81.2480011,anonymous,EN,4,29,1,1,5,6,3,2,1,2,2,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"3,4,5","3,4,5,6,7,10,13",1,"1,2,4,5,8",1,1,"1,2,3",1,2,5,"1,4,8",4,,,,,,1,4,I like this good survey.,,A2LGYV57X9WMCD,None,,,,,,,,,,,,,,,,,,,,,R_2OUBlAIgbfxPCgR,control,9,8,6,control
1/19/21 11:32,1/19/21 11:35,0,65.103.139.189,100,180,1,1/19/21 11:35,R_3EyZWPSkDqsAfAz,,,,,47.73449707,-117.4469986,anonymous,EN,4,25,1,2,44,5,3,2,2,3,1,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,1,,,,,,,,,,,,,,,,,4,1,4,,,,,,ABVPW8753ZBJO,None,,,,,,,,,,,,,,,,,,,,,R_2rx47ClhU7BS4MK,control,6,5,5,control
1/19/21 11:35,1/19/21 11:36,0,161.167.229.18,100,67,1,1/19/21 11:36,R_2uExlapzN4Y40c4,,,,,36.35189819,-94.21970367,anonymous,EN,4,29,1,4,11,5,2,3,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,2,2,1,3,3,1,2,3,1,,,,,,,,,,,,,,,,,9,1,4,,,,,,A1LWEF9VZOVB9G,None,,,,,,,,,,,,,,,,,,,,,R_3GqdW6HKi7hypx3,control,6,6,5,control
1/19/21 11:32,1/19/21 11:37,0,73.60.65.39,100,312,1,1/19/21 11:37,R_2UWxB1c9djsiRyb,,,,,42.02149963,-71.21880341,anonymous,EN,4,25,1,2,22,3,4,3,2,1,3,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,1,"3,5,6,10,12",5,"3,5",1,4,"2,5",2,2,2,"2,3,5",3,,,,,,1,10,,,A18JRKX95IOTS6,None,,,,,,,,,,,,,,,,,,,,,R_1Ipb7KZasSmwpxs,control,10,3,3,control
1/19/21 11:25,1/19/21 11:37,0,49.37.215.51,100,727,1,1/19/21 11:37,R_W26bFRFxJQjMbKN,,,,,13.08779907,80.27850342,anonymous,EN,4,24,2,3,48,6,1,2,2,1,3,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,2,3",2,1,2,2,1,2,3,2,2,4,2,,,,,,1,4,NIL,,A1WPLIFLNRVL99,None,,,,,,,,,,,,,,,,,,,,,R_1d0MvaZTLeQ8aRJ,control,1,6,6,control
1/19/21 11:14,1/19/21 11:38,0,155.94.250.45,100,1418,1,1/19/21 11:38,R_3qJrhhexFKN5vrw,,,,,32.81370544,-96.87039948,anonymous,EN,4,25,1,2,33,5,1,2,2,1,1,2,1,2,3,2,2,1,3,0.6,1,1,3,1,1,1,1,1,2,1,2,1,1,1,2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,16,,,,,,A1NIKHUA79SWGD,None,,,,,,,,,,,,,,,,,,,,,R_3jeWzv5QciAFDWG,control,10,7,5,control
1/19/21 11:23,1/19/21 11:38,0,122.178.187.66,100,915,1,1/19/21 11:38,R_1kThHx0lRRdiP0A,,,,,11.00549316,76.96609497,anonymous,EN,4,29,1,4,53,6,1,2,2,1,3,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,"3,4,5","3,4,5,6",1,"3,4,5",2,2,"2,3",1,5,5,"4,8,2",3,,,,,,1,4,,,A8B4AE3QMECV,None,,,,,,,,,,,,,,,,,,,,,R_3PUh3Pvmc6xgW6A,control,8,8,6,control
1/19/21 11:34,1/19/21 11:38,0,73.49.202.17,100,248,1,1/19/21 11:38,R_9Sr2rbkvUAflYtP,,,,,25.75520325,-80.22930145,anonymous,EN,4,29,1,2,10,5,1,1,2,1,3,1,1,2,1,4,2,0.4,1,0.8,3,1,4,0.6,2,0.2,1,1,3,0.2,3,0.8,1,1,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,16,,,,,,A1KD2PXNC67ECX,None,,,,,,,,,,,,,,,,,,,,,R_31TKmdHkU8fc5oT,control,10,3,5,control
1/19/21 11:28,1/19/21 11:39,0,106.195.45.59,100,607,1,1/19/21 11:39,R_1kIceKw9GK1Kvk3,,,,,20.00630188,77.00601196,anonymous,EN,4,28,1,4,33,5,1,2,1,3,1,1,1,2,2,3,2,0.6,2,0.8,1,1,1,1,1,0.8,1,0.8,1,0.8,2,1,1,0.8,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,13,,,,,,A3NNJQWL9LIKMI,None,,,,,,,,,,,,,,,,,,,,,R_3oSGacCc27Nktnx,control,8,4,5,control
1/19/21 11:34,1/19/21 11:41,0,73.17.33.187,100,371,1,1/19/21 11:41,R_24eGllm5rsj6Viu,,,,,42.78259277,-71.10289764,anonymous,EN,4,26,2,2,11,3,1,1,2,1,3,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,"1,2,3,4,5","1,2,3,4,5,6,7,8,12,13",2,3,1,5,5,3,2,3,"9,3,5",3,,,,,,1,4,,,A1XKJC860W27NN,None,,,,,,,,,,,,,,,,,,,,,R_2zLL32aY8aZtlEf,control,10,8,3,control
1/19/21 10:59,1/19/21 11:41,0,192.64.85.188,100,2524,1,1/19/21 11:41,R_2aQuTeGzacA6iBT,,,,,37.75100708,-97.8219986,anonymous,EN,4,26,1,2,48,5,1,2,2,1,3,3,1,2,4,2,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,3,3,3,2,4,,,,,,,,,,,,,,,,,9,2,16,Very Interesting survey.,,,,,AH52LCNLDZ94R,None,,,,,,,,,,,,,,,,,,,,,R_QfC3IcdlHYndSs9,control,9,5,5,control
1/19/21 11:40,1/19/21 11:44,0,100.6.13.222,100,216,1,1/19/21 11:44,R_1IMAU827v0sW5VS,,,,,40.37750244,-79.96130371,anonymous,EN,4,21,1,2,39,4,3,1,1,1,3,1,1,2,2,3,2,0.6,2,0.6,2,0.8,3,0.8,2,0.6,2,0.8,2,0.6,2,0.8,2,0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,,,,,,A2EDCJDCXQ5KNR,None,,,,,,,,,,,,,,,,,,,,,R_1ouRfyC8v69VBVl,control,7,3,4,control
1/19/21 11:40,1/19/21 11:44,0,50.26.165.226,100,268,1,1/19/21 11:44,R_3GdgDROPLW18YRc,,,,,33.51190186,-101.9316025,anonymous,EN,4,24,2,"2,3",44,2,3,1,1,1,4,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,10,1,4,,,,,,A10675CDTOG1S5,None,,,,,,,,,,,,,,,,,,,,,R_pQTCUp9RAuOxOEx,control,1,7,2,control
1/19/21 11:39,1/19/21 11:45,0,157.51.40.103,100,330,1,1/19/21 11:45,R_1LLNFjT6RJ1BACt,,,,,13.08779907,80.27850342,anonymous,EN,4,29,2,4,15,5,2,2,1,1,2,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,"3,5",4,1,3,2,1,2,1,2,3,9,3,,,,,,1,4,GOOD SURVEY,,A2837NCV9OXBFZ,None,,,,,,,,,,,,,,,,,,,,,R_2dL3c2P4rRiCXNH,control,8,3,5,control
1/19/21 11:37,1/19/21 11:46,0,74.138.72.17,100,533,1,1/19/21 11:46,R_1NqRCYXalwTdfQY,,,,,38.24060059,-85.81559753,anonymous,EN,4,28,2,"1,2",18,3,3,1,2,1,3,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,1,2,3,2,1,3,1,2,2,3,,,,,,,,,,,,,,,,,5,4,21,,,,,,A2N2V517FVOBVZ,None,,,,,,,,,,,,,,,,,,,,,R_2ebBFatyLLRKvYF,control,6,5,3,control
